c.name,r.score,b.type,n.lat,n.lon,n.name
Nitish,0.008984165,family,13.058650973939317,80.26457475881958,KFC Restaurant
Nitish,0.008984165,family,13.061330690880306,80.26137915509521,KFC
Nitish,0.008984165,family,13.08576637764831,80.24787680796085,KFC
Nitish,0.008984165,family,13.05685,80.256981,KFC
Nitish,0.008984165,family,13.046952003255814,80.27284357240937,Kfc
Nitish,0.008984165,family,13.04435630902911,80.27584279105027,KFC
Nitish,0.008984165,family,13.04414233393209,80.27361107767902,KFC
Nitish,0.008984165,family,13.06199797486371,80.24546467049578,KFC
Nitish,0.008984165,family,13.02997975435598,80.27688503265381,KFC
Nitish,0.008984165,family,13.07231753850145,80.22767372118804,KFC
Nitish,0.008984165,family,13.02646792182073,80.26821117656334,KFC Santhome
Nitish,0.008984165,family,13.040156917858468,80.2416693628436,KFC
Nitish,0.008984165,family,13.07403400633565,80.22133952749746,KFC
Nitish,0.008984165,family,13.116888222462073,80.22796154022217,KFC Perambur
Nitish,0.01796833,relax,13.08052332488975,80.28237819671631,Mahindra First Choice Services - Car Service Center Chennai
Nitish,0.01796833,relax,13.081108549646723,80.2812623977661,Mahindra First Choice Services - Car Service Center Chennai
Nitish,0.01796833,relax,13.080565126704172,80.28053283691406,Mahindra First Choice Services - Car Service Center Chennai
Nitish,0.01796833,relax,13.0893508,80.2768308,Surana Group Of Schools
Nitish,0.01796833,relax,13.0893508,80.2768308,Surana Group Of Schools
Nitish,0.01796833,relax,13.091299892676037,80.28575959553093,Vikas Chat Center
Nitish,0.01796833,relax,13.068005561828613,80.2709732055664,Sony Center
Nitish,0.01796833,relax,13.0998099,80.2923299,Matta Center
Nitish,0.01796833,relax,13.099255,80.293858,Bajaj service center
Nitish,0.01796833,relax,13.059012739302355,80.27426987886429,iSmart Learning Center
Nitish,0.01796833,relax,13.079258802792912,80.25764444676318,Premier Health Center
Nitish,0.01796833,relax,13.10348534021053,80.28905768223055,Balaji Medical Center
Nitish,0.01796833,relax,13.089844,80.259077,Maruthi Fitness Center
Nitish,0.01796833,relax,13.066902166271074,80.26019778555984,Ceebros Center
Nitish,0.01796833,relax,13.067233085632324,80.2591552734375,Jet Airways Service Center
Nitish,0.01796833,relax,13.064034461975098,80.26044464111328,Rotary news center
Nitish,0.01796833,relax,13.059149,80.265379,Aasife Biriyani Center
Nitish,0.01796833,relax,13.084846607101454,80.25474258457722,Sydney Shopping Center
Nitish,0.01796833,relax,13.0587724177288,80.2642521635445,the center at ea
Nitish,0.01796833,relax,13.0586392,80.2637247,Sony Center
Nitish,0.01796833,relax,13.067742087933118,80.25578141212463,Raghavendra Tiffin Center
Nitish,0.01796833,relax,13.072403907775879,80.2535400390625,government school sujir
Nitish,0.01796833,relax,13.072403907775879,80.2535400390625,government school sujir
Nitish,0.01796833,relax,13.080431337332637,80.2508333524537,Thalapakkatu Biryani Center
Nitish,0.01796833,relax,13.085033577120107,80.2508660208781,City Center
Nitish,0.01796833,relax,13.0616643570908,80.25442680371381,Sony service center
Nitish,0.01796833,relax,13.054086685180664,80.26127624511719,college side juice shop
Nitish,0.01796833,relax,13.054086685180664,80.26127624511719,college side juice shop
Nitish,0.01796833,relax,13.048082,80.273487,Edu Life Abroad - City Center
Nitish,0.01796833,relax,13.078579532694048,80.2477616071701,Dialysis Center Chennai
Nitish,0.01796833,relax,13.081350522845725,80.24602006713869,Samsung service center
