c.name,r.score,b.type,n.lat,n.lon,n.name
sachin,0.018856607,enjoy,13.086523271542912,80.27464529363095,Madras Coffee House
sachin,0.018856607,enjoy,13.087603673006129,80.2749936582642,Coffee Day @ Chennai central Platform
sachin,0.018856607,enjoy,13.083198626725807,80.29518842697144,Red Wine Restaurant
sachin,0.018856607,enjoy,13.064984481591383,80.26630588733468,Café Coffee Day
sachin,0.018856607,enjoy,13.075381647684422,80.25911808013916,Café Coffee Day (Near Egmore Station)
sachin,0.018856607,enjoy,13.075985910037963,80.25773155553723,Cafe Coffee Day
sachin,0.018856607,enjoy,13.08669463485155,80.25747022894654,Indian coffee house
sachin,0.018856607,enjoy,13.081460059842625,80.25553747602775,cafe coffee day
sachin,0.018856607,enjoy,13.067087887506949,80.25874418846738,Coffee Shop
sachin,0.018856607,enjoy,13.077821731567383,80.25481414794922,"Starbucks coffee, Chennai"
sachin,0.018856607,enjoy,13.068619970026685,80.25713324546814,"Cafe Coffee Day (CCD), Egmore"
sachin,0.018856607,enjoy,13.058650973939317,80.26457475881958,KFC Restaurant
sachin,0.018856607,enjoy,13.061330690880306,80.26137915509521,KFC
sachin,0.018856607,enjoy,13.058594561026052,80.26422090744167,Cafe Coffee Day @EA
sachin,0.018856607,enjoy,13.058392218700087,80.2642535707077,Madras Coffee House
sachin,0.018856607,enjoy,13.067846298217773,80.2560806274414,cafe coffee day Alsa Mall
sachin,0.018856607,enjoy,13.058732779231741,80.26268571973411,CCD -Express Avenue
sachin,0.018856607,enjoy,13.067806183751136,80.25548303164557,"Madras Coffee House, Pantheon Road"
sachin,0.018856607,enjoy,13.066844940185547,80.25537109375,Oasis Coffee Shop
sachin,0.018856607,enjoy,13.084255335612701,80.25191140381682,Madras Coffee House
sachin,0.018856607,enjoy,13.056257854582284,80.26444410617522,Woodlands coffee shop
sachin,0.018856607,enjoy,13.056047129513413,80.25842297825648,Café Coffee Day
sachin,0.018856607,enjoy,13.08576637764831,80.24787680796085,KFC
sachin,0.018856607,enjoy,13.05685,80.256981,KFC
sachin,0.018856607,enjoy,13.062714914863747,80.25175895294065,Costa Coffee
sachin,0.018856607,enjoy,13.060384391469144,80.25323444812761,Cafe Coffee Day
sachin,0.018856607,enjoy,13.085788578868755,80.24700561497974,Abirami Wine Shop
sachin,0.018856607,enjoy,13.046952003255814,80.27284357240937,Kfc
sachin,0.018856607,enjoy,13.060844056666724,80.25068089964009,Coffee Day Lounge
sachin,0.018856607,enjoy,13.04435630902911,80.27584279105027,KFC
sachin,0.018856607,enjoy,13.060945847225696,80.25013642306932,Coffee day square
sachin,0.018856607,enjoy,13.04414233393209,80.27361107767902,KFC
sachin,0.018856607,enjoy,13.066941878489564,80.2464502247862,cafe coffee day - gn chetty road
sachin,0.018856607,enjoy,13.0470691290257,80.26370918129648,Cafe coffee day
sachin,0.018856607,enjoy,13.048382759094238,80.25895690917969,Cafe Coffee Day
sachin,0.018856607,enjoy,13.06199797486371,80.24546467049578,KFC
sachin,0.018856607,enjoy,13.068730274177783,80.24240992400149,Cafe Coffee Day
sachin,0.018856607,enjoy,13.056076158268047,80.24653734505692,ccd ispani centre
sachin,0.018856607,enjoy,13.065631,80.237554,Costa Coffee
sachin,0.018856607,enjoy,13.047182977996425,80.24525775709178,Coffee Central
sachin,0.018856607,enjoy,13.02997975435598,80.27688503265381,KFC
sachin,0.018856607,enjoy,13.030329407546423,80.26815674032304,Coffee Day Fresh & Ground
sachin,0.018856607,enjoy,13.07231753850145,80.22767372118804,KFC
sachin,0.018856607,enjoy,13.031432660439398,80.25668799877167,Cafe Coffee Day
sachin,0.018856607,enjoy,13.02646792182073,80.26821117656334,KFC Santhome
sachin,0.018856607,enjoy,13.040156917858468,80.2416693628436,KFC
sachin,0.018856607,enjoy,13.042033,80.239257,Baba Wines
sachin,0.018856607,enjoy,13.039659,80.23993,Some Wine Shop
sachin,0.018856607,enjoy,13.074076342511743,80.22231991507043,Pvr Dhum Spot
sachin,0.018856607,enjoy,13.073232,80.222217,Brownie Cottage @ PVR
sachin,0.018856607,enjoy,13.07390220065176,80.22141033364512,"Audi 6, PVR CINEMAS"
sachin,0.018856607,enjoy,13.073812163500019,80.22139399377012,"Audi 3,pvr Cinemas"
sachin,0.018856607,enjoy,13.07403400633565,80.22133952749746,KFC
sachin,0.018856607,enjoy,13.073739021297154,80.22131774097862,PVR
sachin,0.018856607,enjoy,13.082602407554074,80.22096915591861,AUDI 7 - PVR Cinemas
sachin,0.018856607,enjoy,13.084615,80.221052,Pals Wine Shop
sachin,0.018856607,enjoy,13.058108993581081,80.22413904874473,Vijay Wines
sachin,0.018856607,enjoy,13.112279155525615,80.22518476067143,ccd
sachin,0.018856607,enjoy,13.116888222462073,80.22796154022217,KFC Perambur
sachin,0.018856607,enjoy,13.055369753046445,80.22113255534332,Tasmac Wine Shop
sachin,0.037713215,school,13.08052332488975,80.28237819671631,Mahindra First Choice Services - Car Service Center Chennai
sachin,0.037713215,school,13.081108549646723,80.2812623977661,Mahindra First Choice Services - Car Service Center Chennai
sachin,0.037713215,school,13.080565126704172,80.28053283691406,Mahindra First Choice Services - Car Service Center Chennai
sachin,0.037713215,school,13.0893508,80.2768308,Surana Group Of Schools
sachin,0.037713215,school,13.0893508,80.2768308,Surana Group Of Schools
sachin,0.037713215,school,13.091299892676037,80.28575959553093,Vikas Chat Center
sachin,0.037713215,school,13.068005561828613,80.2709732055664,Sony Center
sachin,0.037713215,school,13.0998099,80.2923299,Matta Center
sachin,0.037713215,school,13.099255,80.293858,Bajaj service center
sachin,0.037713215,school,13.059012739302355,80.27426987886429,iSmart Learning Center
sachin,0.037713215,school,13.079258802792912,80.25764444676318,Premier Health Center
sachin,0.037713215,school,13.10348534021053,80.28905768223055,Balaji Medical Center
sachin,0.037713215,school,13.089844,80.259077,Maruthi Fitness Center
sachin,0.037713215,school,13.066902166271074,80.26019778555984,Ceebros Center
